tipo,url,orientador,avaliador1,avaliador2,avaliador3,avaliador4,avaliador5,avaliador6,orientador_filiação,row_idx,orientador_nome,orientador_país,avaliador2_filiação,avaliador1_nome,avaliador1_país,avaliador2_nome,avaliador2_país,avaliador2_keyword_1,avaliador2_keyword_2,orientador_keyword_1,orientador_keyword_2,orientador_keyword_3,orientador_keyword_4,avaliador1_filiação,avaliador4_filiação,avaliador5_filiação,avaliador3_nome,avaliador3_país,avaliador6_nome,avaliador6_país,avaliador5_nome,avaliador5_país,avaliador3_filiação,avaliador4_nome,avaliador4_país,avaliador6_filiação,avaliador2_keyword_3,avaliador2_keyword_4,avaliador1_keyword_1,avaliador1_keyword_2,avaliador1_keyword_3,avaliador1_keyword_4,avaliador1_keyword_5,avaliador2_keyword_5,avaliador3_keyword_1,avaliador3_keyword_2,avaliador3_keyword_3,avaliador4_keyword_1,avaliador4_keyword_2,avaliador4_keyword_3,avaliador4_keyword_4,avaliador4_keyword_5,ano,orientador_keyword_5,orientador_keyword_6,avaliador6_keyword_1,avaliador6_keyword_2,avaliador6_keyword_3,avaliador6_keyword_4,avaliador3_keyword_4,avaliador3_keyword_5,avaliador1_keyword_6,avaliador4_keyword_6,avaliador2_keyword_6,avaliador2_keyword_7,avaliador2_keyword_8,avaliador2_keyword_9,avaliador2_keyword_10,avaliador2_keyword_11,avaliador2_keyword_12,avaliador2_keyword_13,avaliador1_keyword_7,avaliador6_keyword_5,avaliador1_keyword_8,avaliador1_keyword_9,avaliador1_keyword_10,avaliador1_keyword_11,avaliador3_keyword_6,avaliador4_keyword_7,avaliador3_keyword_7,avaliador5_keyword_1,avaliador5_keyword_2,avaliador5_keyword_3,avaliador5_keyword_4,avaliador3_keyword_8,avaliador3_keyword_9,avaliador3_keyword_10,avaliador3_keyword_11,avaliador3_keyword_12,avaliador3_keyword_13,orientador_genero,avaliador1_genero,avaliador2_genero,avaliador3_genero,avaliador4_genero,avaliador5_genero,avaliador6_genero
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1164238,orcid.org/0000-0003-3333-6822,orcid.org/0000-0002-1649-6843,orcid.org/0000-0002-0472-4810,,,,,University of Campinas,10,Zanoni Dias,Brazil,Universidade Estadual de Campinas,Kelly Poldi,no info,Rafael C. S. Schouery,no info,,,,,,,Universidade Federal de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Feminino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1164221,orcid.org/0000-0002-9529-4253,sem orcid,orcid.org/0000-0002-8972-080X,,,,,University of Campinas,11,Pedro J. de Rezende,no info,State University of Campinas,sem orcid,sem orcid,Fábio Usberti,no info,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1165390,orcid.org/0000-0003-0467-3133,orcid.org/0000-0002-5100-7443,orcid.org/0000-0002-1534-5744,,,,,Universidade Estadual de Campinas,12,Esther Luna Colombini,no info,Universidade Estadual de Campinas (UNICAMP),Plinio Thomaz Aquino Junior,Brazil,Paula Dornhofer Paro Costa,Brazil,,,,,,,Centro Universitario FEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,não anotado,Feminino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1164542,orcid.org/0000-0003-0125-630X,orcid.org/0000-0002-0023-1971,orcid.org/0000-0001-5201-1244,,,,,University of Campinas,13,Helio Pedrini,Brazil,Universidade Estadual de Campinas (UNICAMP),Ramon Pires,Brazil,Jacques Wainer,Brazil,,,image and video processing; machine learning; computer vision,,,,State University of Campinas (UNICAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,não anotado,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1165179,orcid.org/0000-0002-4236-8212,orcid.org/0000-0001-7461-7570,orcid.org/0000-0002-9104-613X,,,,,Universidade Estadual de Campinas,14,Anderson Rocha,Brazil,no info,Marjory Da Costa Abreu,no info,Tiago Fernandes Tavares,Brazil,Music Information Retrieval,New Interfaces for Musical Expression,Machine Intelligence; Digital Forensics; Reasoning for Complex Data,,,,Universidade Federal do Rio Grande do Norte,,,,,,,,,,,,,Digital Signal Processing,,ethical artificial intelligence,biometrics,privacy and GDPR,data-drive healthcare,Paulo Freire pedagogy applied to computing,,,,,,,,,,2021,,,,,,,,,digital law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Feminino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1164514,orcid.org/0000-0003-3333-6822,orcid.org/0000-0001-9319-9829,orcid.org/0000-0002-0512-506X,,,,,University of Campinas,15,Zanoni Dias,Brazil,no info,Levy Boccato,no info,Alexandre Ferreira,no info,,,,,,,Universidade Estadual de Campinas (UNICAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1165878,orcid.org/0000-0002-5564-698X,orcid.org/0000-0002-9539-6874,sem orcid,,,,,University of Campinas,16,Lucas Wanner,no info,sem orcid,Sandro Rigo,Brazil,sem orcid,sem orcid,,,,,,,Universidade Estadual de Campinas,,,,,,,,,,,,,,,Computer Architecture,Compilers,Code Optimization,High-Performance Computing,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,sem orcid,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1165392,orcid.org/0000-0003-0125-630X,sem orcid,orcid.org/0000-0003-0467-3133,,,,,University of Campinas,17,Helio Pedrini,Brazil,Universidade Estadual de Campinas,sem orcid,sem orcid,Esther Luna Colombini,no info,,,image and video processing; machine learning; computer vision,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Feminino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1166292,orcid.org/0000-0002-8972-080X,orcid.org/0000-0003-4655-8934,orcid.org/0000-0003-0125-630X,,,,,State University of Campinas,18,Fábio Usberti,no info,University of Campinas,Daniella Moura,no info,Helio Pedrini,Brazil,image and video processing; machine learning; computer vision,,,,,,Universidade Estadual de Campinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,não anotado,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1165396,orcid.org/0000-0003-0467-3133,orcid.org/0000-0001-6045-1274,sem orcid,,,,,Universidade Estadual de Campinas,19,Esther Luna Colombini,no info,sem orcid,Eduardo Todt,no info,sem orcid,sem orcid,,,,,,,Universidade Federal do Paraná,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,não anotado,sem orcid,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1165314,orcid.org/0000-0002-4321-9075,orcid.org/0000-0003-0467-3133,orcid.org/0000-0002-5652-0852,,,,,Universidade Estadual de Campinas,20,Adín Ramírez Rivera,Norway,Universidade Estadual de Campinas,Esther Luna Colombini,no info,Roberto Lotufo,no info,,,,,,,Universidade Estadual de Campinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Feminino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1166626,orcid.org/0000-0003-1783-4231,orcid.org/0000-0001-5191-5209,orcid.org/0000-0001-9665-2238,orcid.org/0000-0003-1273-9809,,,,Universidade Estadual de Campinas,21,Edson Borin,no info,Universidade Federal do Rio Grande do Norte,Alba Cristina Magalhaes Alves de Melo,Brazil,Tiago Barros,no info,,,,,,,Universidade de Brasília,,,Hermes Senger,Brazil,,,,,Universidade de São Paulo,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,não anotado,não anotado,Masculino,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1165864,orcid.org/0000-0002-8972-080X,orcid.org/0000-0001-7462-6207,orcid.org/0000-0002-1067-6421,,,,,State University of Campinas,22,Fábio Usberti,no info,no info,M.G.C. Resende,no info,Flávio K. Miyazawa,no info,,,,,,,AT&T Bell Laboratories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,não anotado,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1167798,orcid.org/0000-0002-1067-6421,orcid.org/0000-0002-5259-2859,orcid.org/0000-0001-6030-2682,,,,,no info,23,Flávio K. Miyazawa,no info,University of Campinas,Cristina G. Fernandes,no info,Eduardo C. Xavier,Brazil,,,,,,,University of Sao Paulo,,,,,,,,,,,,,,,approximation algorithms,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Feminino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1166643,orcid.org/0000-0003-4869-5190,orcid.org/0000-0001-9068-938X,orcid.org/0000-0003-3738-6448,,,,,Universidade Estadual de Campinas,24,Guido Araujo,no info,Universidade de São Paulo,Sandra Avila,no info,Bruno Albertini,no info,,,,,,,Universidade Estadual de Campinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Feminino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1170077,orcid.org/0000-0003-2046-602X,orcid.org/0000-0002-7789-3359,orcid.org/0000-0002-5564-698X,,,,,Universidade Estadual de Campinas,25,Nelson L. S. da Fonseca,no info,University of Campinas,Luís Henrique M. K. Costa,no info,Lucas Wanner,no info,,,,,,,Universidade Federal do Rio de Janeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1169412,orcid.org/0000-0003-1001-082X,orcid.org/0000-0001-6476-4534,orcid.org/0000-0002-8972-080X,,,,,University of Campinas,26,Lehilton Pedrosa,no info,State University of Campinas,Mário César San Felice,Brazil,Fábio Usberti,no info,,,,,,,Universidade de São Paulo,,,,,,,,,,,,,,,Approximation Algorithms,Facility Location Problems,Network Design Problems,Randomized Algorithms,Combinatorial Optimization,,,,,,,,,,2021,,,,,,,,,Online Algorithms,,,,,,,,,,Competitive Analysis,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1254071,orcid.org/0000-0002-9529-4253,orcid.org/0000-0003-0750-0502,orcid.org/0000-0001-9068-938X,,,,,University of Campinas,27,Pedro J. de Rezende,no info,Universidade Estadual de Campinas,Alexandru Cristian Telea,no info,Sandra Avila,no info,,,,,,,no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Feminino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1170196,orcid.org/0000-0002-1180-2637,orcid.org/0000-0002-6023-5982,orcid.org/0000-0002-2312-7042,,,,,UNICAMP - University of Campinas,28,Edmundo Madeira,no info,Universidade Federal de Santa Catarina,Islene Calciolari Garcia,no info,Mario Dantas,Brazil,HPC, Data Intensive Scalable Computing,,,,,University of Campinas,,,,,,,,,,,,, E-Heath, HCI,,,,,,Distributed and Parallel Computing,,,,,,,,,2021,,,,,,,,,,, IoT,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Feminino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1230257,orcid.org/0000-0001-9068-938X,sem orcid,orcid.org/0000-0003-0467-3133,,,,,Universidade Estadual de Campinas,29,Sandra Avila,no info,Universidade Estadual de Campinas,sem orcid,sem orcid,Esther Luna Colombini,no info,,,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,sem orcid,Feminino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1235352,orcid.org/0000-0002-7002-875X,orcid.org/0000-0002-7699-8677,orcid.org/0000-0003-4462-3325,,,,,University of Campinas,30,Ricardo Dahab,Brazil,University of Campinas,P. Feofiloff,Brazil,Orlando Lee,no info,,,Cryptography, Graph Theory,,,Universidade de São Paulo,,,,,,,,,,,,,,,combinatorial optimization, graph theory, algorithms,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1235402,orcid.org/0000-0002-1067-6421,orcid.org/0000-0003-2962-2033,orcid.org/0000-0001-8785-5906,orcid.org/0000-0002-1649-6843,,,,no info,31,Flávio K. Miyazawa,no info,University of Waterloo,Manoel Campêlo,Brazil,Ricardo Fukasawa,Canada,integer programming,operations research,,,,,Universidade Federal do Ceará,,,Kelly Poldi,no info,,,,,Universidade Federal de São Paulo,,,,stochastic programming,bilevel optimization,mathematical optimization,integer programming,combinatorial optimization,,,vehicle routing,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,Feminino,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1235302,orcid.org/0000-0002-4321-9075,orcid.org/0000-0001-6753-139X,orcid.org/0000-0003-0467-3133,,,,,Universidade Estadual de Campinas,32,Adín Ramírez Rivera,Norway,Universidade Estadual de Campinas,Valdir Grassi Jr,Brazil,Esther Luna Colombini,no info,,,,,,,University of São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,não anotado,Feminino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1234583,orcid.org/0000-0002-9539-6874,orcid.org/0000-0002-2457-0783,orcid.org/0000-0002-0375-1657,,,,,Universidade Estadual de Campinas,33,Sandro Rigo,Brazil,Universidade Federal de Minas Gerais,Diego F. Aranha,Denmark,Fernando Magno Quintão Pereira,Brazil,Compilers, Programming Languages,Computer Architecture,Compilers,Code Optimization,High-Performance Computing,Aarhus University,,,,,,,,,,,,,,,Cryptography, Computer Security,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1233262,orcid.org/0000-0002-2914-5380,orcid.org/0000-0001-8522-2056,orcid.org/0000-0003-2059-9463,,,,,Universidade Estadual de Campinas,34,Alexandre Falcao,Brazil,Universidade de São Paulo,Silvio GUIMARAES,Brazil,Moacir Ponti,no info,,,image processing, visualization, and analysis, (interactive) machine learning ,Pontifícia Universidade Católica de Minas Gerais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1231958,orcid.org/0000-0003-3333-6822,orcid.org/0000-0002-1649-6843,orcid.org/0000-0002-0472-4810,,,,,University of Campinas,35,Zanoni Dias,Brazil,Universidade Estadual de Campinas,Kelly Poldi,no info,Rafael C. S. Schouery,no info,,,,,,,Universidade Federal de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Feminino,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1231426,orcid.org/0000-0003-0467-3133,orcid.org/0000-0003-1323-0502,orcid.org/0000-0002-5662-6593,,,,,Universidade Estadual de Campinas,36,Esther Luna Colombini,no info,no info,Paulo Rosa,no info,Isaac Jesus da Silva,Brazil,,,,,,,Instituto Militar de Engenharia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminino,Masculino,não anotado,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1235753,orcid.org/0000-0003-1783-4231,sem orcid,orcid.org/0000-0002-1180-2637,orcid.org/0000-0001-7131-8989,,,,Universidade Estadual de Campinas,37,Edson Borin,no info,UNICAMP - University of Campinas,sem orcid,sem orcid,Edmundo Madeira,no info,,,,,,,sem orcid,,,Luís Fernando Gomez Gonzalez,no info,,,,,no info,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1260506,orcid.org/0000-0001-7878-4990,orcid.org/0000-0003-0125-630X,orcid.org/0000-0001-8024-8628,,,,,State University of Campinas,38,Joao Meidanis,no info,no info,Helio Pedrini,Brazil,Pedro Otavio de Campos-Lima,no info,,,,,,,University of Campinas,,,,,,,,,,,,,,,image and video processing; machine learning; computer vision,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,não anotado,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1236160,orcid.org/0000-0002-7603-9695,orcid.org/0000-0003-4549-7105,orcid.org/0000-0002-0796-3868,,,,,Universidade Estadual de Campinas,39,Leonardo Montecchi,Norway,Instituto Nacional de Pesquisas Espaciais,Cecilia Mary Fischer Rubira Rubira,no info,Fátima Mattiello-Francisco,Brazil,Space engineering, Verification and Validation,,,,,no info,,,,,,,,,,,,,  operation concept,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Feminino,Feminino,não anotado,não anotado,não anotado,não anotado
MESTRADO,https://www.repositorio.unicamp.br/acervo/detalhe/1236643,orcid.org/0000-0002-9545-2098,orcid.org/0000-0002-0281-8952,orcid.org/0000-0002-7603-9695,,,,,Universidade Estadual de Campinas (UNICAMP),40,Julio Cesar Dos Reis,no info,Universidade Estadual de Campinas,Rita Cristina Galarraga Berardi,Brazil,Leonardo Montecchi,Norway,,,,,,,Federal University of Technology – Paraná,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,não anotado,Masculino,não anotado,não anotado,não anotado,não anotado
DOUTORADO,https://www.repositorio.unicamp.br/acervo/detalhe/1164717,orcid.org/0000-0001-9772-263X,orcid.org/0000-0003-4929-7258,orcid.org/0000-0003-2059-9463,orcid.org/0000-0001-9068-938X,orcid.org/0000-0003-0125-630X,,,Universidade Estadual de Campinas,41,Ricardo Torres,Netherlands,Universidade de São Paulo,Agma Traina,no info,Moacir Ponti,no info,,,multimedia retrieval,multimedia classification,machine learning,information visualization,Universidade de São Paulo Instituto de Ciências Matemáticas e de Computação,University of Campinas,,Sandra Avila,no info,,,,,Universidade Estadual de Campinas,Helio Pedrini,Brazil,,,,,,,,,,,,,image and video processing; machine learning; computer vision,,,,,2021,data science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Feminino,Masculino,Feminino,Masculino,não anotado,não anotado
DOUTORADO,https://www.repositorio.unicamp.br/acervo/detalhe/1164217,orcid.org/0000-0002-9545-2098,orcid.org/0000-0002-1736-544X,sem orcid,orcid.org/0000-0003-1908-4753,orcid.org/0000-0002-4830-5298,,,Universidade Estadual de Campinas (UNICAMP),42,Julio Cesar Dos Reis,no info,sem orcid,Luciana Zaina,Brazil,sem orcid,sem orcid,,,,,,,Universidade Federal de São Carlos,Universidade Estadual de Campinas,,Claudia Medeiros,Brazil,,,,,Universidade Estadual de Campinas Instituto de Computação,Maria Cecilia Calani Baranauskas,Brazil,,,,UX design,UX,Agile UX,Agile practices,,,Scientific data management, Data interoperability, Open Science,HCI,Socially Aware Design,Organizational Semiotics,Participatory Design,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Feminino,sem orcid,Feminino,Feminino,não anotado,não anotado
DOUTORADO,https://www.repositorio.unicamp.br/acervo/detalhe/1164423,orcid.org/0000-0003-0125-630X,orcid.org/0000-0003-2973-2232,orcid.org/0000-0001-8597-4987,orcid.org/0000-0003-0467-3133,orcid.org/0000-0002-0512-506X,,,University of Campinas,43,Helio Pedrini,Brazil,Universidade Federal do ABC,Erickson R. Nascimento,Brazil,Ronaldo Prati,no info,data mining, machine learning,image and video processing; machine learning; computer vision,,,,Universidade Federal de Minas Gerais,no info,,Esther Luna Colombini,no info,,,,,Universidade Estadual de Campinas,Alexandre Ferreira,no info,, artificial intelligence,,Computer Vision,Pattern Recognition,Underwater Imaging,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,Feminino,Masculino,não anotado,não anotado
DOUTORADO,https://www.repositorio.unicamp.br/acervo/detalhe/1165307,orcid.org/0000-0002-2457-0783,orcid.org/0000-0001-5227-7165,orcid.org/0000-0001-9241-2229,sem orcid,,,,Aarhus University,44,Diego F. Aranha,Denmark,University of Campinas,Marcos Simplicio,Brazil,Marco A. Amaral Henriques,no info,,,Cryptography, Computer Security,,,Universidade de São Paulo,,,sem orcid,sem orcid,,,,,sem orcid,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,Masculino,Masculino,sem orcid,não anotado,não anotado,não anotado
DOUTORADO,https://www.repositorio.unicamp.br/acervo/detalhe/1166371,orcid.org/0000-0002-8803-0401,sem orcid,sem orcid,orcid.org/0000-0003-2419-6979,,,,UNICAMP,45,Rodolfo Azevedo,Brazil,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,,,,,sem orcid,,,Hugo E. Hernandez-Figueroa,Brazil,,,,,Universidade Estadual de Campinas,,,,,,,,,,,,Computational electromagnetics,Radiating structures,Microwaves,,,,,,2021,,,,,,,Photonics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,sem orcid,não anotado,não anotado,não anotado,não anotado
DOUTORADO,https://www.repositorio.unicamp.br/acervo/detalhe/1165291,orcid.org/0000-0003-0125-630X,sem orcid,orcid.org/0000-0001-9034-5173,sem orcid,sem orcid,,,University of Campinas,46,Helio Pedrini,Brazil,Universidade de São Paulo,sem orcid,sem orcid,Ricardo Ehlers,Brazil,Bayesian Methods,Monte Carlo,image and video processing; machine learning; computer vision,,,,sem orcid,sem orcid,,sem orcid,sem orcid,,,,,sem orcid,sem orcid,sem orcid,,Econometrics,Time Series,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,não anotado,sem orcid,sem orcid,não anotado,não anotado
DOUTORADO,https://www.repositorio.unicamp.br/acervo/detalhe/1166113,orcid.org/0000-0002-3372-3366,sem orcid,orcid.org/0000-0001-6994-8076,orcid.org/0000-0001-6760-4675,,,,Universidade Estadual de Campinas,47,Leandro Villas,Brazil,Federal University of Technology – Paraná,sem orcid,sem orcid,Thiago Henrique Silva,Brazil,Data Mining, Machine  Learning,,,,,sem orcid,,,Marilia Curado,no info,,,,,University of Coimbra,,,, Social Networks, Urban Computing,,,,,,,Communication systems and protocols, wireless networks, quality of experience,,,,,,2021,,,,,,, quality of service, resilience,,,,,,,,,,,,,,,,, energy efficiency,,,,,,,,,,,,,Masculino,sem orcid,Masculino,não anotado,não anotado,não anotado,não anotado
DOUTORADO,https://www.repositorio.unicamp.br/acervo/detalhe/1166600,orcid.org/0000-0002-3891-1593,sem orcid,sem orcid,orcid.org/0000-0003-0125-630X,,,,Universidade Estadual de Campinas,48,mario cortes,no info,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,,,,,sem orcid,,,Helio Pedrini,Brazil,,,,,University of Campinas,,,,,,,,,,,,image and video processing; machine learning; computer vision,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,sem orcid,Masculino,não anotado,não anotado,não anotado
DOUTORADO,https://www.repositorio.unicamp.br/acervo/detalhe/1167318,orcid.org/0000-0002-4236-8212,sem orcid,orcid.org/0000-0001-7953-6227,orcid.org/0000-0002-9104-613X,orcid.org/0000-0001-5201-1244,,,Universidade Estadual de Campinas,49,Anderson Rocha,Brazil,no info,sem orcid,sem orcid,Flavio Elias de Deus,no info,,,Machine Intelligence; Digital Forensics; Reasoning for Complex Data,,,,sem orcid,Universidade Estadual de Campinas (UNICAMP),,Tiago Fernandes Tavares,Brazil,,,,,no info,Jacques Wainer,Brazil,,,,,,,,,,Music Information Retrieval,New Interfaces for Musical Expression,Digital Signal Processing,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masculino,sem orcid,não anotado,Masculino,Masculino,não anotado,não anotado
DOUTORADO,https://www.repositorio.unicamp.br/acervo/detalhe/1234579,orcid.org/0000-0001-9772-263X,orcid.org/0000-0001-7326-5032,sem orcid,orcid.org/0000-0002-4763-3046,orcid.org/0000-0002-4641-0684,,,Universidade Estadual de Campinas,50,Ricardo Torres,Netherlands,sem orcid,"Parpinelli, R.S.",Brazil,sem orcid,sem orcid,,,multimedia retrieval,multimedia classification,machine learning,information visualization,Universidade do Estado de Santa Catarina - UDESC,Universidade Estadual de Campinas,,Ulisses Dias,no info,,,,,University of Campinas,Guilherme Palermo Coelho,Brazil,,,,Evolutionary Computation,Swarm Intelligence,Ecology-based Optimization Algorithms,,,,,,,Computational Intelligence,Machine Learning,Multi-objective Optimization,Natural Computing,Meta-heuristics,2021,data science,,,,,,,,,Artificial Neural Networks,,,,,,,,,,,,,,,,Ensembles,,,,,,,,,,,,Masculino,não anotado,sem orcid,Masculino,Masculino,não anotado,não anotado
